Время,Температура на улице (°C),Температура в доме (°C),Температура на терморегуляторе (°C),Заданная температура (°C),Температура кондиционера (°C),Температура теплого пола (°C)
2023-01-03 08:00:00,34.97952469441185,21.912737468014367,0.0,24.47142042264687,0.0,25.900083935425418
2023-01-03 09:00:00,30.086251582432766,13.7549846170433,0.0,21.346285467579715,0.0,35.05246217747433
2023-01-03 10:00:00,24.89987825200545,17.239157688780917,0.0,22.54303190953899,0.0,30.334795005648456
2023-01-03 11:00:00,10.103715776053797,19.75165125400747,45.58522844116083,22.86987337686277,0.0,25.944814021459653
2023-01-03 12:00:00,20.42379972335121,16.389981326752597,38.265151245136806,23.315804895073178,0.0,34.298455358274346
2023-01-03 13:00:00,14.143733396018305,16.286405790326707,52.98938737310422,24.702452955170667,0.0,37.29053887474098
2023-01-03 14:00:00,4.071879442430088,23.034074774544344,51.52190511304469,23.782871230084297,0.0,20.093487718136945
2023-01-03 15:00:00,30.196359937190536,21.90428919993901,0.0,24.644760074595872,0.0,25.619270958889
2023-01-03 16:00:00,-2.707188985678748,16.013075608253725,57.46782906035644,18.723729001556393,0.0,25.480923943391446
2023-01-03 17:00:00,-11.473789758557931,23.737342695983433,19.251919212128616,19.251919212128616,12.706034762260582,0.0
2023-01-03 18:00:00,-20.819551054848002,21.731467065509136,75.01809903150242,22.84972094928468,0.0,22.783126226758387
2023-01-03 19:00:00,-11.988621429270008,15.932715270974649,68.71841824610159,18.029344256854817,0.0,23.734356224190233
2023-01-03 20:00:00,-30.929080941996784,12.95000103756365,74.45649291344164,21.730131422965233,0.0,36.518687547276194
2023-01-03 21:00:00,20.708329246204087,20.60501253402207,34.677227111815746,24.892373284786274,0.0,29.019655467589878
2023-01-03 22:00:00,16.469112246631376,19.652464436551995,18.255552153667708,18.255552153667708,15.268407612907103,0.0
2023-01-03 23:00:00,-26.88815291102936,9.46057895371382,75.42928745369593,24.941012049923792,0.0,40.11818375516731
2023-01-04 00:00:00,24.833469895211664,12.377373701351441,0.0,20.57459048000721,0.0,35.62688464512919
2023-01-04 01:00:00,-25.580292090205173,13.97650988202362,75.3453543202649,21.57046760649592,0.0,35.51736814014699
2023-01-04 02:00:00,34.92102975278564,24.72025085295958,0.0,20.28806741257298,0.0,0.0
2023-01-04 03:00:00,-32.874285180279365,19.369043205990916,74.80990518363281,23.809499768377336,0.0,28.948407111643995
2023-01-04 04:00:00,-19.326306913739728,19.93312973800882,75.06006701545981,22.474542988290665,0.0,24.69233407681678
2023-01-04 05:00:00,26.207718725863558,23.2258148329024,0.0,24.796109506496197,0.0,22.543263288890284
2023-01-04 06:00:00,31.602504629898334,16.03912448527086,0.0,22.356102579222355,0.0,32.979918134173715
2023-01-04 07:00:00,-11.101800860967028,18.27128023225258,75.26372703799036,22.753292204585758,0.0,29.00289754174174
2023-01-04 08:00:00,-3.6942622530274782,16.54301661905457,56.12492465174036,18.257323028029163,0.0,24.217410082581548
2023-01-04 09:00:00,15.84822525692563,20.301199837140295,28.814697183106738,21.01996607058241,0.0,21.353119715387884
2023-01-04 10:00:00,-16.510242587548163,20.827078682868606,74.6024863409476,21.71013889433825,0.0,22.03873089986224
2023-01-04 11:00:00,13.200251758064091,9.250408910594196,51.93500484896603,19.862558944964945,0.0,40.38070740737213
2023-01-04 12:00:00,-4.532636803850011,16.12727171215099,61.673334902374734,19.49324933470862,0.0,26.38200217924953
2023-01-04 13:00:00,-12.420845609915535,10.066134490198706,74.62524805618027,23.03293819571278,0.0,39.537657510081246
2023-01-04 14:00:00,22.864311048084375,5.780644516521254,0.0,18.18058556126925,0.0,41.667232106141014
2023-01-04 15:00:00,23.15392719642073,15.720150061721947,37.72953725115203,24.057463775413254,0.0,36.08684558566177
2023-01-04 16:00:00,-19.14304633684486,10.945739048905672,75.28256579896006,21.641717488244357,0.0,40.39850492007119
2023-01-04 17:00:00,24.572217484148503,14.432311562810355,0.0,21.101594077278687,0.0,34.0171329936086
2023-01-04 18:00:00,-14.735274468766416,10.088701219448051,74.59936832361797,22.99871381929325,0.0,39.80226028706441
2023-01-04 19:00:00,1.5752762464163155,7.22041105922016,74.64514019083784,24.605193640644977,0.0,39.4756792386811
2023-01-04 20:00:00,-4.513030466724437,16.280747690501315,73.81305995063913,22.825893562184987,0.0,33.21201100511807
2023-01-04 21:00:00,-16.55431479976173,24.40675285577625,21.083445067571777,21.083445067571777,16.139286578267196,0.0
2023-01-04 22:00:00,3.3121186509896248,16.719550854335488,63.811044198620046,23.356366242053515,0.0,33.40939181122801
2023-01-04 23:00:00,20.174077362204237,24.667767816019527,0.0,20.106903476858314,13.689191027872376,0.0
2023-01-05 00:00:00,-18.813836143706464,8.333470687917037,74.88846633940967,21.99039844926957,0.0,40.198097943790344
2023-01-05 01:00:00,10.327529714961045,12.703672813588891,64.81912958173774,24.45900551964104,0.0,39.79015038653166
2023-01-05 02:00:00,18.958600918267763,16.436656143721365,35.41909909683876,21.957270188810263,0.0,30.36268547308446
2023-01-05 03:00:00,-29.47677423177707,14.771589199213865,75.05618255760666,19.413409572409126,0.0,29.812115907431366
2023-01-05 04:00:00,13.04376173279693,5.356343073457319,61.6331731376686,20.63039785274548,0.0,40.90861780058198
2023-01-05 05:00:00,-23.925999630390024,19.009124663347265,74.57757602304072,23.73745240363074,0.0,29.41350242961661
2023-01-05 06:00:00,-5.941470429065539,16.145846494325568,65.67950949431912,19.607171685405728,0.0,27.040429547936387
2023-01-05 07:00:00,-2.0595550911078533,5.663793785530427,75.46438767309296,24.459911607752716,0.0,39.91064715780735
2023-01-05 08:00:00,-16.459594492139125,13.91412156501779,75.09670722704179,23.360748294854226,0.0,38.515540115642885
2023-01-05 09:00:00,-32.7125223034296,15.941295917590415,75.17820162806834,19.093510212704754,0.0,26.115427929078205
2023-01-05 10:00:00,12.486633014774299,10.911925384132157,59.832475567533635,23.182038298206525,0.0,40.83018928706017
2023-01-05 11:00:00,11.747639080164518,6.545285783438972,67.62723337973206,22.532914538747576,0.0,40.63436753665194
2023-01-05 12:00:00,21.70871823059271,15.411683008718436,32.593757623345326,21.79776012594142,0.0,32.896526184454174
2023-01-05 13:00:00,7.678589571256801,22.28006464402095,20.751068210255244,20.751068210255244,17.947236687551115,0.0
2023-01-05 14:00:00,-31.862342263118784,19.85283815068989,75.43831272915648,23.683837897101,0.0,27.80002369522462
2023-01-05 15:00:00,0.8379190655893254,17.205879968360318,49.439115955919455,18.51518888357113,0.0,22.024292506668058
2023-01-05 16:00:00,10.342942264392548,15.264157613865754,39.870323008628056,19.048782816074823,0.0,27.308526880364745
2023-01-05 17:00:00,-1.3524534136735724,11.18113239933898,74.81633849926475,24.684605065296267,0.0,40.147447408109045
2023-01-05 18:00:00,-21.942782727201944,16.897973585384072,75.06000535216126,21.837783163185513,0.0,30.207956085002056
2023-01-05 19:00:00,2.515447612952208,11.305026346877096,70.11440199283462,21.705409028170962,0.0,39.432254819464035
2023-01-05 20:00:00,27.003256136246726,14.789715094929123,0.0,24.46222086614757,0.0,39.08829115125638
2023-01-05 21:00:00,-2.3094710174581223,9.32383355130906,69.13666610989851,18.23780107811952,0.0,37.829428050597706
2023-01-05 22:00:00,-10.330470845776937,6.380391252156661,75.20336160879023,21.996112389002867,0.0,40.53353370598045
2023-01-05 23:00:00,-5.712380767621923,6.89199394764906,74.90706657947993,18.359327027704925,0.0,39.88542486634123
2023-01-06 00:00:00,12.50910354370157,12.555117022329359,63.188765371477714,24.693768834040913,0.0,39.79586323968749
2023-01-06 01:00:00,-20.689742683289015,17.03276096629934,75.18911020544886,24.205304448445723,0.0,34.076475668984635
2023-01-06 02:00:00,9.096305673516966,16.84618091766375,53.20413419766777,23.021621439732954,0.0,32.82724172955621
2023-01-06 03:00:00,28.919691285977798,21.46489205811452,0.0,21.716056474247043,0.0,20.151980721095363
2023-01-06 04:00:00,6.2085023638076535,5.983965172022996,75.5936722339106,24.875164502131803,0.0,39.93699876791667
2023-01-06 05:00:00,-0.3510186193206195,16.185098257662347,59.39936803535088,20.431480939766736,0.0,28.52404228840985
2023-01-06 06:00:00,-4.306801859536904,16.934008685400332,61.93457081532754,19.797524362297185,0.0,25.555349521290083
2023-01-06 07:00:00,-23.260541046755208,8.76034996790075,75.33387608990195,23.123848638766166,0.0,39.85369380974897
2023-01-06 08:00:00,-8.467333647541448,6.265391685657025,75.27981647542626,24.718425578539946,0.0,39.458626526503345
2023-01-06 09:00:00,31.811853500124187,23.068342029335238,0.0,18.460380756788453,0.0,0.0
2023-01-06 10:00:00,24.08961165699045,23.243085994779427,0.0,18.82239384982557,0.0,0.0
2023-01-06 11:00:00,22.734450618977604,13.490526028381316,0.0,18.929707832163356,0.0,30.736748286791286
2023-01-06 12:00:00,22.16838179900507,22.654483823827178,23.64639901575697,23.514677587104437,0.0,21.55107988062084
2023-01-06 13:00:00,22.289022936068022,5.914589887386031,55.71974400433362,22.808219914879338,0.0,39.472572411928404
2023-01-06 14:00:00,-13.745931529585118,9.077941151159019,76.22820025267218,20.981933955934924,0.0,40.28228930423902
2023-01-06 15:00:00,-9.998550159798821,5.374924038678561,74.61244778092811,20.70869341638986,0.0,40.404749447916615
2023-01-06 16:00:00,-11.490431169583537,8.899574820669297,74.62015134950573,24.254657609706452,0.0,39.88565354764423
2023-01-06 17:00:00,-21.582502992238677,16.65122880363626,74.88724004747989,18.58669248314527,0.0,23.829357657569233
2023-01-06 18:00:00,-34.075862839563506,18.843418791793784,18.192483169129307,18.192483169129307,17.989886322708077,0.0
2023-01-06 19:00:00,20.41940567399341,11.422769987268149,0.0,20.124727651640093,0.0,36.46839703304498
2023-01-06 20:00:00,4.04744069840568,9.472081451708135,75.38031081238763,23.45654485144675,0.0,40.17899073686829
2023-01-06 21:00:00,1.7907538425455343,17.402301401317455,53.59052620536115,20.230826386200192,0.0,25.71457874322508
2023-01-06 22:00:00,-24.863354753062993,12.355757781622735,74.73915879271846,22.632890438389964,0.0,39.82580504551753
2023-01-06 23:00:00,-28.27403209057251,12.105764220619564,74.6822944933585,21.489648414050308,0.0,39.02286539396456
2023-01-07 00:00:00,26.272658798530543,6.999027003943419,0.0,24.516462274071067,0.0,40.23014617907362
2023-01-07 01:00:00,-28.525515533453607,21.92252059525052,74.61282382707265,23.087520932701874,0.0,22.689704401760213
2023-01-07 02:00:00,0.764001601636636,12.250988718944043,75.37674630491647,23.951762667113698,0.0,40.026247113700414
2023-01-07 03:00:00,23.781502299162497,20.08818390295752,0.0,23.119994706646576,0.0,26.62206038799503
2023-01-07 04:00:00,28.476688501264356,23.55948378535229,0.0,19.088688248459263,0.0,0.0
2023-01-07 05:00:00,9.593849637459698,7.264653799354194,66.12429391134536,21.341484908252006,0.0,40.29812891193744
2023-01-07 06:00:00,-5.810747144505413,5.868583331024768,75.45345775709245,18.887523438384836,0.0,40.19151673839903
2023-01-07 07:00:00,3.652287572401022,6.535674336610415,73.95602864826255,20.487839792112364,0.0,39.764089571032834
2023-01-07 08:00:00,-26.033209242305293,14.35162702827814,74.86518229046814,24.37208224080771,0.0,39.715765959925385
2023-01-07 09:00:00,-28.2318631039111,21.913632131051695,74.96939824931086,22.49606181826521,0.0,21.49928314695814
2023-01-07 10:00:00,27.987798283171628,10.864547505976294,0.0,22.11323633887247,0.0,40.12647197561089
2023-01-07 11:00:00,27.04424861431483,9.913539609383033,0.0,20.381355968813175,0.0,39.561817249108195
2023-01-07 12:00:00,29.209327106185654,20.046401920971828,0.0,19.46243298570301,0.0,0.0
2023-01-07 13:00:00,-25.62698874007303,11.033697069963821,74.69624991435573,18.628015147073757,0.0,36.11163523244653
2023-01-07 14:00:00,29.84800326557155,20.57504574085244,0.0,24.15128879297468,0.0,26.54096110047981
2023-01-07 15:00:00,-14.677661276953842,20.205009823024298,74.93190968100915,24.80764287664441,0.0,28.285043897083042
2023-01-07 16:00:00,6.553903570767112,10.041832399790593,57.72584212091447,19.197009803669673,0.0,38.53955240867166
2023-01-07 17:00:00,19.518600876796228,16.943716765415513,35.68445497486129,22.40823080985783,0.0,31.37384797392032
2023-01-07 18:00:00,32.673033804797385,12.239721226982585,0.0,23.938988653488458,0.0,39.61912246549976
2023-01-07 19:00:00,-24.42043730416264,16.771745494444158,75.67285686003166,24.21449925254216,0.0,34.74026965093462
2023-01-07 20:00:00,13.206922111775171,11.04167238597979,45.35216323959875,19.065965651313977,0.0,35.77943850280077
2023-01-07 21:00:00,19.409650303876774,8.252908762974482,55.2946695488206,23.226544420500673,0.0,40.385516555946815
2023-01-07 22:00:00,22.001062297148245,23.379950100707354,22.465553082331283,22.465553082331283,20.93699971990424,0.0
2023-01-07 23:00:00,-22.239121527840545,7.9245427240764155,74.40554026857086,20.944877879453315,0.0,40.525204379378074
2023-01-08 00:00:00,-25.218093149292176,24.844846581051648,18.264244549628785,18.264244549628785,8.470393666997149,0.0
2023-01-08 01:00:00,-31.85783436854501,19.999623893865397,74.61156147458077,22.02113889556469,0.0,23.43941081766029
2023-01-08 02:00:00,-14.791940367635618,5.689114377377571,75.29769396160512,22.741247950883693,0.0,40.06710137223022
2023-01-08 03:00:00,-31.78636220870585,9.530032963904489,75.5156010109885,19.961539980114424,0.0,39.30852931214174
2023-01-08 04:00:00,-27.565935116380743,9.877041897067935,74.96428010449732,20.10843588767789,0.0,40.64025636435902
2023-01-08 05:00:00,5.817111189627127,16.288511931793778,66.08150162379717,24.885286451976818,0.0,37.37372326762161
2023-01-08 06:00:00,-4.235966668628421,24.473273179809684,20.14198224640794,20.14198224640794,13.782903504518071,0.0
2023-01-08 07:00:00,-12.007255858127394,14.757165179496694,75.32777630312478,21.351911776660806,0.0,32.2996577313708
2023-01-08 08:00:00,20.340067210795567,6.238200943263021,50.08945982045083,21.039003328203535,0.0,40.194697892799844
2023-01-08 09:00:00,-3.7248002377843115,10.257479148732408,74.95260763355415,23.253708458056675,0.0,39.790925874544094
2023-01-08 10:00:00,4.628500793518079,21.65823343752715,20.467428851255136,20.467428851255136,18.61149276909323,0.0
2023-01-08 11:00:00,-28.672292281669673,19.386584406939015,74.45085750922779,21.74558852740841,0.0,24.390462621786096
2023-01-08 12:00:00,6.049689718259344,13.213340909682817,67.34464227445164,23.78938946132726,0.0,39.31015129965769
2023-01-08 13:00:00,-13.835570540588265,16.6193016310402,75.49524262922247,22.854530470388553,0.0,32.13135750214018
2023-01-08 14:00:00,7.086901355656956,10.494875455045428,54.27015129157823,18.95135279671749,0.0,36.52589124913841
2023-01-08 15:00:00,-18.357862624186158,17.682630490513574,75.99348719658266,23.91690848576064,0.0,33.058884170227955
2023-01-08 16:00:00,11.241427278056513,17.62293219473119,30.77971986235889,18.060235078023425,0.0,20.80467753824592
2023-01-08 17:00:00,28.070386636139418,13.876239632844957,0.0,23.31964336260164,0.0,38.9080340915107
2023-01-08 18:00:00,1.8100180530031622,10.749283799103216,72.8325186208072,21.854732513936703,0.0,40.16170715501202
2023-01-08 19:00:00,21.95131818094147,17.096081686227905,0.0,18.521685662119534,0.0,22.85453281657071
2023-01-08 20:00:00,14.732053864590334,7.116386968725987,48.99576088484542,18.658960639181323,0.0,39.7675667630915
2023-01-08 21:00:00,23.086250002071573,12.529213364385791,0.0,18.687806011564415,0.0,32.81852652664449
2023-01-08 22:00:00,-6.6972589478961595,12.306819849167155,75.33257225951694,21.998276240073537,0.0,39.18969412353417
2023-01-08 23:00:00,2.405207758086526,11.568767760735529,57.32366984130215,18.165377862338,0.0,33.01758396112047
2023-01-09 00:00:00,5.822900371243733,5.437970588228806,70.99835737424473,20.096309197298527,0.0,39.79233550931227
2023-01-09 01:00:00,9.27568598674798,7.834225592201854,57.44411325581752,19.24833931263377,0.0,40.13986431545551
2023-01-09 02:00:00,-5.666872748914898,9.758421863566873,75.36773057194982,19.047927194851752,0.0,38.099887594630616
2023-01-09 03:00:00,-19.130924273316786,7.545246129825416,74.95227837477543,24.279870530299057,0.0,40.413011561608585
2023-01-09 04:00:00,-12.041109662328108,11.340625308024698,75.13684677898513,21.032820030781807,0.0,39.356118142142094
2023-01-09 05:00:00,-13.344939712973048,19.338905007669894,70.30527750473794,19.74492726276953,0.0,20.294845254975847
2023-01-09 06:00:00,11.652179459322426,19.460917411841677,47.54145657753295,24.053387589844917,0.0,29.640622569090304
2023-01-09 07:00:00,6.044112883837741,15.426857757538318,61.009807618424425,23.186881833318893,0.0,34.98006979776939
2023-01-09 08:00:00,28.11651004182665,18.03329387107796,0.0,23.74871214281064,0.0,31.642609328612586
2023-01-09 09:00:00,-14.280797191109027,17.317159196981205,74.34062752363093,23.03071814180752,0.0,31.431218340091323
2023-01-09 10:00:00,25.89024182646682,7.630587062904599,0.0,24.65259621233995,0.0,39.45586746076083
2023-01-09 11:00:00,13.849833768496445,16.61752519887061,43.64314656429898,22.28424625732927,0.0,31.718494743985254
2023-01-09 12:00:00,-5.021721556565353,11.802639652867118,74.64195608548212,24.94091732851772,0.0,39.98150887761445
2023-01-09 13:00:00,10.446335618941106,10.378849055856831,48.488110922223335,18.4230500441669,0.0,36.123462604601876
2023-01-09 14:00:00,-34.77772917504435,14.009681081602876,74.49860582992777,20.703117544414333,0.0,33.400810067045
2023-01-09 15:00:00,20.80631040849631,12.03273463009773,42.407473275168215,22.270788373857293,0.0,40.08280414249806
2023-01-09 16:00:00,-15.097330672932536,24.95738384027531,18.6765975226734,18.6765975226734,8.773513257323671,0.0
2023-01-09 17:00:00,20.76135947771563,16.860157072859103,29.498698914673128,21.321903554171442,0.0,28.823984247079157
2023-01-09 18:00:00,12.091251310743864,16.79399521171174,37.96173253460327,20.075176424233806,0.0,26.11275927636811
2023-01-09 19:00:00,1.7806828443543523,15.874833367941259,66.36035017525086,23.032461165768527,0.0,34.72603253494014
2023-01-09 20:00:00,-19.49166693915928,12.145983974366663,74.9657459341055,19.319641443709248,0.0,34.50040588323994
2023-01-09 21:00:00,30.931059405209297,14.124624892225572,0.0,20.840677103010634,0.0,33.380151550768616
2023-01-09 22:00:00,8.498068747558143,9.5719881259722,63.29267987977864,21.85928669340638,0.0,39.86075505960014
2023-01-09 23:00:00,20.545497438419588,16.825407830759097,0.0,20.17253728113964,0.0,26.562921483125365
2023-01-10 00:00:00,5.075588631387895,14.68222372336215,59.886777060543224,21.732645472684347,0.0,35.480156867251964
2023-01-10 01:00:00,30.05927669290267,14.909965044341762,0.0,20.29962645910269,0.0,31.107291756336476
2023-01-10 02:00:00,25.29923082249821,14.171675868819351,0.0,20.506024754205622,0.0,33.0860609213629
2023-01-10 03:00:00,-23.800377275679494,7.260881894674085,75.17188188456875,20.598007485775945,0.0,39.74002617488723
2023-01-10 04:00:00,21.93662264444528,14.516389827416788,0.0,19.574767534413517,0.0,29.739185780049237
2023-01-10 05:00:00,28.47756609929222,12.786170698315386,0.0,21.010413937309558,0.0,35.806783124360535
2023-01-10 06:00:00,1.3985642494356085,8.805888426092462,75.21016405379183,21.93630123090167,0.0,39.32109458581703
2023-01-10 07:00:00,-7.648587220186986,5.321873817527298,75.21113048072843,18.010582385611894,0.0,40.16486273800516
2023-01-10 08:00:00,31.93323688033641,18.447628142583117,0.0,23.167156724400172,0.0,28.94613671775762
2023-01-10 09:00:00,-26.34380062298067,16.54809373315628,74.77105835375032,24.447445418191354,0.0,35.92379299476719
2023-01-10 10:00:00,23.268070280759567,8.915233618369978,54.360373245920336,24.865157019320783,0.0,39.51407056713647
2023-01-10 11:00:00,-3.39705776925776,12.43958530388863,69.56506958672703,19.80759140311492,0.0,35.08036872459574
2023-01-10 12:00:00,7.182993200746523,24.808306669950696,19.21975236466161,19.21975236466161,11.535187267593301,0.0
2023-01-10 13:00:00,28.07974541584074,13.383191668931282,0.0,22.75558578957029,0.0,38.96397345385347
2023-01-10 14:00:00,-21.992661980395162,9.242147008173527,75.10957667404217,18.860030049215453,0.0,39.2557765615908
2023-01-10 15:00:00,11.564718231006502,24.900145087857297,23.168233012879654,23.168233012879654,21.096212908889015,0.0
2023-01-10 16:00:00,-3.4506303827225757,17.56535439836042,57.37020689154388,19.297035276960496,0.0,23.271776750378425
2023-01-10 17:00:00,-12.866369410487586,12.642754107106278,74.72100598594112,24.62818107328681,0.0,40.17132578985779
2023-01-10 18:00:00,-14.474302574786869,16.024288623317528,75.15589185248048,19.588785363312347,0.0,27.739967241727044
2023-01-10 19:00:00,1.019867166687689,22.820026359552593,55.93073452053545,23.63876311831933,0.0,21.310217856822547
2023-01-10 20:00:00,1.9187458450526123,9.9183943664042,71.58191550967862,21.344485846138642,0.0,41.22767832801505
2023-01-10 21:00:00,-20.763547518271853,17.78480930120405,75.02229158987299,21.298767012132522,0.0,26.659411541978383
2023-01-10 22:00:00,17.145221547792055,13.075457727458936,33.88684084252633,18.727703356311494,0.0,31.1552749435355
2023-01-10 23:00:00,21.785669520348115,13.944124799677812,36.0665522630241,21.821369839362987,0.0,35.79873077033235
2023-01-11 00:00:00,-13.179207080052478,20.32024288026105,75.83536603259556,23.425116488359485,0.0,26.105750259963138
2023-01-11 01:00:00,14.430274470743,13.78005550254758,45.87125491539304,21.599479270948116,0.0,35.04008987314908
2023-01-11 02:00:00,6.693120869774397,22.945254405879037,52.146190331121105,24.897850994576405,0.0,23.81107794177787
2023-01-11 03:00:00,13.89005356833244,19.480643787913834,19.256122461621686,19.256122461621686,18.50720062129716,0.0
